"feature"	"coef_AB"	"pval_AB"	"qval_AB"	"metadata"
"s__GGB9770_SGB15389|t__SGB15389"	NA	1	1	"diagnosis"
"s__GGB9770_SGB15390|t__SGB15390"	NA	1	1	"diagnosis"
"s__GGB9774_SGB15394|t__SGB15394"	NA	1	1	"diagnosis"
"s__GGB9775_SGB15395|t__SGB15395"	-1.32040262325031	0.000122288715993925	0.0027009199125078	"diagnosis"
"s__GGB9781_SGB15402|t__SGB15402"	NA	1	1	"diagnosis"
"s__GGB9781_SGB66170|t__SGB66170"	NA	1	1	"diagnosis"
"s__GGB9782_SGB15403|t__SGB15403"	NA	1	1	"diagnosis"
"s__GGB9786_SGB15409|t__SGB15409"	NA	1	1	"diagnosis"
"s__GGB9787_SGB15410|t__SGB15410"	NA	1	1	"diagnosis"
"s__GGB9788_SGB15411|t__SGB15411"	NA	1	1	"diagnosis"
"s__GGB9790_SGB15413|t__SGB15413"	NA	1	1	"diagnosis"
"s__GGB9813_SGB15447|t__SGB15447"	NA	1	1	"diagnosis"
"s__GGB9818_SGB15459|t__SGB15459"	NA	1	1	"diagnosis"
"s__GGB9819_SGB15460|t__SGB15460"	NA	1	1	"diagnosis"
"s__GGB9832_SGB15478|t__SGB15478"	NA	1	1	"diagnosis"
"s__GGB9832_SGB15480|t__SGB15480"	NA	1	1	"diagnosis"
"s__Gleimia_europaea|t__SGB17196"	NA	1	1	"diagnosis"
"s__Gordonibacter_pamelaeae|t__SGB14807"	NA	1	1	"diagnosis"
"s__Gordonibacter_urolithinfaciens|t__SGB14808"	NA	1	1	"diagnosis"
"s__Granulicatella_adiacens|t__SGB8249"	NA	1	1	"diagnosis"
"s__Granulicatella_SGB8239|t__SGB8239_group"	NA	1	1	"diagnosis"
"s__Granulicatella_SGB8255|t__SGB8255_group"	NA	1	1	"diagnosis"
"s__Haemophilus_haemolyticus|t__SGB9649"	NA	1	1	"diagnosis"
"s__Haemophilus_influenzae|t__SGB9648"	NA	1	1	"diagnosis"
"s__Haemophilus_parahaemolyticus|t__SGB9632"	NA	1	1	"diagnosis"
"s__Haemophilus_parainfluenzae|t__SGB9657"	NA	1	1	"diagnosis"
"s__Haemophilus_parainfluenzae|t__SGB9663_group"	0.929655280546074	0.0140772869027859	0.153562599201732	"diagnosis"
"s__Haemophilus_paraphrohaemolyticus|t__SGB9634"	NA	1	1	"diagnosis"
"s__Haemophilus_pittmaniae|t__SGB9656"	NA	1	1	"diagnosis"
"s__Haemophilus_SGB14211|t__SGB14211"	NA	1	1	"diagnosis"
"s__Haemophilus_SGB36986|t__SGB36986"	NA	1	1	"diagnosis"
"s__Haemophilus_SGB47419|t__SGB47419"	NA	1	1	"diagnosis"
"s__Haemophilus_SGB6439|t__SGB6439"	NA	1	1	"diagnosis"
"s__Haemophilus_SGB66626|t__SGB66626"	NA	1	1	"diagnosis"
"s__Haemophilus_sputorum|t__SGB9631"	NA	1	1	"diagnosis"
"s__Hafnia_alvei|t__SGB10209"	NA	1	1	"diagnosis"
"s__Hafnia_paralvei|t__SGB10207"	NA	1	1	"diagnosis"
"s__Hallella_seregens|t__SGB1532"	NA	1	1	"diagnosis"
"s__Harryflintia_acetispora|t__SGB14838"	NA	1	1	"diagnosis"
"s__Holdemanella_biformis|t__SGB6806"	NA	1	1	"diagnosis"
"s__Holdemanella_porci|t__SGB6796"	1.26425862721899	9.27550027381631e-06	0.00036026082579217	"diagnosis"
"s__Holdemania_filiformis|t__SGB4046"	-0.319597774468047	0.0165568481825922	0.176310722611056	"diagnosis"
"s__Holdemania_massiliensis|t__SGB4044"	NA	1	1	"diagnosis"
"s__Holdemania_sp_1001095H_141210_F2|t__SGB4045"	0.258037708271309	0.00906744689100088	0.106319956724517	"diagnosis"
"s__Hungatella_hathewayi|t__SGB4614"	NA	1	1	"diagnosis"
"s__Hungatella_hathewayi|t__SGB4739"	-0.699616586993015	1	1	"diagnosis"
"s__Hungatella_hathewayi|t__SGB4741"	-0.734152269142955	0.000158017054607866	0.00332579424345262	"diagnosis"
"s__Hungatella_hathewayi|t__SGB4742"	0.464882251666428	0.0126015692278356	0.141787467601245	"diagnosis"
"s__Hungatella_SGB9293|t__SGB9293"	NA	1	1	"diagnosis"
"s__Hydrogeniiclostidium_mannosilyticum|t__SGB14890"	-1.24539964975049	4.32583222297554e-06	0.000193472846172581	"diagnosis"
"s__Hydrogenoanaerobacterium_saccharovorans|t__SGB15350"	0.334767440902784	0.00490884126551478	0.0618444860845489	"diagnosis"
"s__Intestinibacillus_sp_Marseille_P6563|t__SGB29313"	NA	1	1	"diagnosis"
"s__Intestinibacter_bartlettii|t__SGB6140"	-1.43350636018551	4.72525996741761e-06	0.00020127357337405	"diagnosis"
"s__Intestinimonas_butyriciproducens|t__SGB15126"	1.65176190381734	4.78638489920808e-10	2.85428086156108e-07	"diagnosis"
"s__Intestinimonas_butyriciproducens|t__SGB94999"	NA	1	1	"diagnosis"
"s__Intestinimonas_gabonensis|t__SGB79840"	NA	1	1	"diagnosis"
"s__Intestinimonas_massiliensis|t__SGB15127"	-1.26922997239453	2.15208420112081e-09	4.2778651508946e-07	"diagnosis"
"s__Intestinimonas_massiliensis|t__SGB29331"	NA	1	1	"diagnosis"
"s__Intestinimonas_SGB15130|t__SGB15130"	NA	1	1	"diagnosis"
"s__Intestinimonas_timonensis|t__SGB29334"	NA	1	1	"diagnosis"
"s__Isoptericola_variabilis|t__SGB17153"	NA	1	1	"diagnosis"
"s__Klebsiella_grimontii|t__SGB10120"	NA	1	1	"diagnosis"
"s__Klebsiella_huaxiensis|t__SGB23251"	NA	1	1	"diagnosis"
"s__Klebsiella_indica|t__SGB58201"	NA	1	1	"diagnosis"
"s__Klebsiella_michiganensis|t__SGB10119"	1.97780326108952	0.0159773226906059	0.171348449302248	"diagnosis"
"s__Klebsiella_oxytoca|t__SGB10118"	NA	1	1	"diagnosis"
"s__Klebsiella_oxytoca|t__SGB81737"	NA	1	1	"diagnosis"
"s__Klebsiella_pneumoniae|t__SGB10115"	NA	1	1	"diagnosis"
"s__Klebsiella_quasipneumoniae|t__SGB10112"	NA	1	1	"diagnosis"
"s__Klebsiella_quasivariicola|t__SGB10113"	NA	1	1	"diagnosis"
"s__Klebsiella_sp_WP3_S18_ESBL_05|t__SGB23240"	NA	1	1	"diagnosis"
"s__Klebsiella_variicola|t__SGB10114"	NA	1	1	"diagnosis"
"s__Kluyvera_ascorbata|t__SGB10107"	NA	1	1	"diagnosis"
"s__Kluyvera_cryocrescens|t__SGB23242"	NA	1	1	"diagnosis"
"s__Kluyvera_genomosp_3|t__SGB74156"	NA	1	1	"diagnosis"
"s__Kluyvera_sichuanensis|t__SGB81752"	NA	1	1	"diagnosis"
"s__Kocuria_palustris|t__SGB16663"	NA	1	1	"diagnosis"
"s__Kocuria_palustris|t__SGB87971"	NA	1	1	"diagnosis"
"s__Kosakonia_cowanii|t__SGB10050"	NA	1	1	"diagnosis"
"s__Kosakonia_sacchari|t__SGB101995"	NA	1	1	"diagnosis"
"s__Lachnoclostridium_edouardi|t__SGB29433"	NA	1	1	"diagnosis"
"s__Lachnoclostridium_phocaeense|t__SGB4622"	NA	1	1	"diagnosis"
"s__Lachnoclostridium_phytofermentans|t__SGB4512"	NA	1	1	"diagnosis"
"s__Lachnoclostridium_SGB4602|t__SGB4602"	NA	1	1	"diagnosis"
"s__Lachnoclostridium_sp_An118|t__SGB4623"	NA	1	1	"diagnosis"
"s__Lachnoclostridium_sp_An131|t__SGB4775"	NA	1	1	"diagnosis"
"s__Lachnoclostridium_sp_An138|t__SGB4774"	-0.375762247343537	1	1	"diagnosis"
"s__Lachnoclostridium_sp_An14|t__SGB4729"	NA	1	1	"diagnosis"
"s__Lachnoclostridium_sp_An181|t__SGB4620"	NA	1	1	"diagnosis"
"s__Lachnospira_eligens|t__SGB5082"	-0.293320154396927	0.35780862417871	1	"diagnosis"
"s__Lachnospira_pectinoschiza|t__SGB5075"	0.289693940212241	0.263357742080039	1	"diagnosis"
"s__Lachnospira_sp_NSJ_43|t__SGB5087"	NA	1	1	"diagnosis"
"s__Lachnospiraceae_bacterium_2_1_46FAA|t__SGB4549"	NA	1	1	"diagnosis"
"s__Lachnospiraceae_bacterium_AM48_27BH|t__SGB4706"	-0.157066952931064	0.45114949019798	1	"diagnosis"
"s__Lachnospiraceae_bacterium_BX3|t__SGB4651"	NA	1	1	"diagnosis"
"s__Lachnospiraceae_bacterium_Marseille_Q4251|t__SGB4780"	-0.506191434998513	0.000242498946664366	0.00471555016937555	"diagnosis"
"s__Lachnospiraceae_bacterium_NSJ_12|t__SGB6077"	NA	1	1	"diagnosis"
"s__Lachnospiraceae_bacterium_NSJ_29|t__SGB25431"	NA	1	1	"diagnosis"
"s__Lachnospiraceae_bacterium_NSJ_46|t__SGB47656"	NA	1	1	"diagnosis"
"s__Lachnospiraceae_bacterium_OF09_6|t__SGB4966"	NA	1	1	"diagnosis"
"s__Lachnospiraceae_bacterium_OM04_12BH|t__SGB4893"	NA	1	1	"diagnosis"
"s__Lachnospiraceae_bacterium_oral_taxon_096|t__SGB4479"	NA	1	1	"diagnosis"
"s__Lachnospiraceae_bacterium|t__SGB4781"	0.721695925323126	0.000401955060119619	0.00726361214701008	"diagnosis"
"s__Lachnospiraceae_bacterium|t__SGB4782"	NA	1	1	"diagnosis"
"s__Lachnospiraceae_bacterium|t__SGB4922"	0.017037257631665	0.877620460122504	1	"diagnosis"
"s__Lachnospiraceae_bacterium|t__SGB4953"	NA	1	1	"diagnosis"
"s__Lachnospiraceae_bacterium|t__SGB4967"	NA	1	1	"diagnosis"
"s__Lachnotalea_sp_AF33_28|t__SGB5200"	2.04064887347984	1.08923389158758e-06	6.34359045787836e-05	"diagnosis"
"s__Lacrimispora_amygdalina|t__SGB4716"	0.0632635991083127	0.801143584234065	1	"diagnosis"
"s__Lacrimispora_celerecrescens|t__SGB4732"	NA	1	1	"diagnosis"
"s__Lacrimispora_celerecrescens|t__SGB4734"	NA	1	1	"diagnosis"
"s__Lacrimispora_celerecrescens|t__SGB4868"	-0.142122673688594	0.583456332900347	1	"diagnosis"
"s__Lacrimispora_saccharolytica|t__SGB4701"	0.766881354125048	0.000246653498754608	0.00474476461582789	"diagnosis"
"s__Lacrimispora_saccharolytica|t__SGB4877"	NA	1	1	"diagnosis"
"s__Lacticaseibacillus_paracasei|t__SGB7142"	NA	1	1	"diagnosis"
"s__Lacticaseibacillus_rhamnosus|t__SGB7144"	NA	1	1	"diagnosis"
"s__Lacticaseibacillus_suilingensis|t__SGB51743"	NA	1	1	"diagnosis"
"s__Lactiplantibacillus_plantarum|t__SGB7202"	NA	1	1	"diagnosis"
"s__Lactobacillus_acidophilus|t__SGB7044"	NA	1	1	"diagnosis"
"s__Lactobacillus_amylovorus|t__SGB7050"	NA	1	1	"diagnosis"
"s__Lactobacillus_crispatus|t__SGB7045"	NA	1	1	"diagnosis"
"s__Lactobacillus_delbrueckii|t__SGB7020"	NA	1	1	"diagnosis"
"s__Lactobacillus_gasseri|t__SGB7038"	NA	1	1	"diagnosis"
"s__Lactobacillus_gasseri|t__SGB7039"	NA	1	1	"diagnosis"
"s__Lactobacillus_jensenii|t__SGB7034"	NA	1	1	"diagnosis"
"s__Lactobacillus_johnsonii|t__SGB7041"	NA	1	1	"diagnosis"
"s__Lactococcus_cremoris|t__SGB7984"	NA	1	1	"diagnosis"
"s__Lactococcus_lactis|t__SGB7985"	NA	1	1	"diagnosis"
"s__Lactonifactor_sp_BIOML_A6|t__SGB48013"	NA	1	1	"diagnosis"
"s__Lancefieldella_rimae|t__SGB985"	NA	1	1	"diagnosis"
"s__Latilactobacillus_sakei|t__SGB7248"	NA	1	1	"diagnosis"
"s__Lawsonella_clevelandensis|t__SGB3664"	NA	1	1	"diagnosis"
"s__Lawsonibacter_asaccharolyticus|t__SGB15154"	-0.339742076256154	0.184094588436483	1	"diagnosis"
"s__Lawsonibacter_sp_NSJ_51|t__SGB15131"	NA	1	1	"diagnosis"
"s__Lawsonibacter_sp_NSJ_52|t__SGB15125"	-0.234970003370215	0.186481566960649	1	"diagnosis"
"s__Leclercia_adecarboxylata|t__SGB10147"	NA	1	1	"diagnosis"
"s__Leptotrichia_sp_oral_taxon_221|t__SGB6050"	NA	1	1	"diagnosis"
"s__Leuconostoc_gelidum|t__SGB96977"	NA	1	1	"diagnosis"
"s__Leuconostoc_lactis|t__SGB7121_group"	NA	1	1	"diagnosis"
"s__Levyella_massiliensis|t__SGB5300"	NA	1	1	"diagnosis"
"s__Ligilactobacillus_animalis|t__SGB7076"	NA	1	1	"diagnosis"
"s__Ligilactobacillus_ruminis|t__SGB7061"	NA	1	1	"diagnosis"
"s__Ligilactobacillus_salivarius|t__SGB7082"	NA	1	1	"diagnosis"
"s__Limosilactobacillus_fermentum|t__SGB7106"	NA	1	1	"diagnosis"
"s__Limosilactobacillus_mucosae|t__SGB7088_group"	NA	1	1	"diagnosis"
"s__Limosilactobacillus_oris|t__SGB7093"	NA	1	1	"diagnosis"
"s__Limosilactobacillus_portuensis|t__SGB7097"	NA	1	1	"diagnosis"
"s__Limosilactobacillus_reuteri|t__SGB7095"	NA	1	1	"diagnosis"
"s__Limosilactobacillus_urinaemulieris|t__SGB69404"	NA	1	1	"diagnosis"
"s__Limosilactobacillus_vaginalis|t__SGB7098"	NA	1	1	"diagnosis"
"s__Longibaculum_muris|t__SGB6769"	NA	1	1	"diagnosis"
"s__Longicatena_caecimuris|t__SGB4041"	-1.96302875265107	1.98759432244836e-07	1.87147696992638e-05	"diagnosis"
"s__Longicatena_SGB42494|t__SGB42494"	NA	1	1	"diagnosis"
"s__Luxibacter_massiliensis|t__SGB4592"	NA	1	1	"diagnosis"
"s__Massilicoli_timonensis|t__SGB4026"	NA	1	1	"diagnosis"
"s__Massiliimalia_massiliensis|t__SGB29347"	NA	1	1	"diagnosis"
"s__Massiliimalia_timonensis|t__SGB7253"	1.07948461725753	1	1	"diagnosis"
"s__Massilimicrobiota_sp_An134|t__SGB6768"	1.55690175530592	0.0150546770574688	0.163229195489767	"diagnosis"
"s__Massilimicrobiota_timonensis|t__SGB6767"	NA	1	1	"diagnosis"
"s__Massilioclostridium_coli|t__SGB29305"	NA	1	1	"diagnosis"
"s__Massilistercora_timonensis|t__SGB4628"	NA	1	1	"diagnosis"
"s__Mediterraneibacter_butyricigenes|t__SGB25493"	0.42445383038986	0.0844165649897462	0.712364314937057	"diagnosis"
"s__Mediterraneibacter_catenae|t__SGB4599"	NA	1	1	"diagnosis"
"s__Mediterraneibacter_glycyrrhizinilyticus|t__SGB4606"	NA	1	1	"diagnosis"
"s__Mediterraneibacter_glycyrrhizinilyticus|t__SGB59852"	NA	1	1	"diagnosis"
"s__Mediterraneibacter_glycyrrhizinilyticus|t__SGB59855"	NA	1	1	"diagnosis"
"s__Mediterraneibacter_glycyrrhizinilyticus|t__SGB94928"	NA	1	1	"diagnosis"
"s__Mediterraneibacter_massiliensis|t__SGB4595"	NA	1	1	"diagnosis"
"s__Mediterraneibacter_SGB4598|t__SGB4598"	NA	1	1	"diagnosis"
"s__Mediterraneibacter_SGB48424|t__SGB48424"	NA	1	1	"diagnosis"
"s__Megamonas_funiformis|t__SGB6962"	-0.175223505754137	0.198469750978126	1	"diagnosis"
"s__Megasphaera_hominis|t__SGB5851"	NA	1	1	"diagnosis"
"s__Megasphaera_massiliensis|t__SGB5857"	-6.82049186400847	1	1	"diagnosis"
"s__Megasphaera_micronuciformis|t__SGB5868"	NA	1	1	"diagnosis"
"s__Megasphaera_SGB5856|t__SGB5856"	NA	1	1	"diagnosis"
"s__Megasphaera_sp_AM44_1BH|t__SGB5853"	NA	1	1	"diagnosis"
"s__Megasphaera_sp_DJF_B143|t__SGB5852"	NA	1	1	"diagnosis"
"s__Megasphaera_sp_MJR8396C|t__SGB5855"	NA	1	1	"diagnosis"
"s__Megasphaera_sp_NM10|t__SGB5858"	NA	1	1	"diagnosis"
"s__Merdibacter_massiliensis|t__SGB29307"	NA	1	1	"diagnosis"
"s__Merdimonas_faecis|t__SGB4626"	4.5706137058156	1	1	"diagnosis"
"s__Mesosutterella_multiformis|t__SGB9272"	NA	1	1	"diagnosis"
"s__Methanobrevibacter_smithii|t__SGB713"	NA	1	1	"diagnosis"
"s__Methanobrevibacter_smithii|t__SGB714"	-0.499847455428408	1	1	"diagnosis"
"s__Methanoculleus_SGB39516|t__SGB39516"	NA	1	1	"diagnosis"
"s__Methanomassiliicoccaceae_archaeon_DOK|t__SGB381"	NA	1	1	"diagnosis"
"s__Methylobacterium_SGB15164|t__SGB15164"	0.692320703938203	0.000117202784226461	0.00262094726226424	"diagnosis"
"s__Micrococcus_flavus|t__SGB35106"	NA	1	1	"diagnosis"
"s__Micrococcus_luteus|t__SGB16676"	NA	1	1	"diagnosis"
"s__Micrococcus_lylae|t__SGB16675"	NA	1	1	"diagnosis"
"s__Microvirgula_aerodenitrificans|t__SGB22508"	NA	1	1	"diagnosis"
"s__Mitsuokella_jalaludinii|t__SGB5904"	NA	1	1	"diagnosis"
"s__Mogibacterium_diversum|t__SGB3922_group"	NA	1	1	"diagnosis"
"s__Mogibacterium_kristiansenii|t__SGB3926_group"	NA	1	1	"diagnosis"
"s__Mogibacterium_sp_BX12|t__SGB14854"	NA	1	1	"diagnosis"
"s__Mogibacterium_sp_NSJ_24|t__SGB3961"	NA	1	1	"diagnosis"
"s__Monoglobus_pectinilyticus|t__SGB4166"	0.0818223980713634	0.418694193371473	1	"diagnosis"
"s__Moraxella_osloensis|t__SGB10439"	NA	1	1	"diagnosis"
"s__Morganella_morganii|t__SGB10026"	NA	1	1	"diagnosis"
"s__Morganella_morganii|t__SGB10028"	NA	1	1	"diagnosis"
"s__Murimonas_intestini|t__SGB25538"	NA	1	1	"diagnosis"
"s__Negativibacillus_massiliensis|t__SGB14912"	-1.88250915665148	5.44652354441327e-08	7.4952543238118e-06	"diagnosis"
"s__Neglectibacter_timonensis|t__SGB14851"	0.102338753549218	1	1	"diagnosis"
"s__Neisseria_cinerea|t__SGB9460"	NA	1	1	"diagnosis"
"s__Neisseria_sp_oral_taxon_014|t__SGB9463"	NA	1	1	"diagnosis"
"s__Neisseria_subflava|t__SGB9450"	NA	1	1	"diagnosis"
"s__Neobittarella_massiliensis|t__SGB7264"	NA	1	1	"diagnosis"
"s__Niameybacter_massiliensis|t__SGB29447"	NA	1	1	"diagnosis"
"s__Nitrosopumilus_SGB14899|t__SGB14899"	0.950271530431686	3.32339389620389e-07	2.47731320012865e-05	"diagnosis"
"s__Nocardioides_aquaticus|t__SGB93290"	NA	1	1	"diagnosis"
"s__Nocardioides_kribbensis|t__SGB15975"	NA	1	1	"diagnosis"
"s__Odoribacter_laneus|t__SGB1792"	NA	1	1	"diagnosis"
"s__Odoribacter_splanchnicus|t__SGB1790"	-0.579398829239815	0.00798047246621164	0.0964666570408961	"diagnosis"
"s__Olsenella_sp_AF16_14LB|t__SGB14389"	NA	1	1	"diagnosis"
"s__Olsenella_uli|t__SGB14367"	NA	1	1	"diagnosis"
"s__Oscillibacter_ruminantium|t__SGB28985"	NA	1	1	"diagnosis"
"s__Oscillibacter_SGB15077|t__SGB15077"	-0.374182241781218	0.00458475741077229	0.0581711418997988	"diagnosis"
"s__Oscillibacter_sp_ER4|t__SGB15254"	0.510728119324727	0.0271285614527639	0.272657283365138	"diagnosis"
"s__Oscillibacter_sp_NSJ_62|t__SGB79833"	NA	1	1	"diagnosis"
"s__Oscillibacter_sp_PC13|t__SGB7258"	NA	1	1	"diagnosis"
"s__Oscillibacter_valericigenes|t__SGB15076"	-0.783091273452455	1.13860890513624e-05	0.000424369027351821	"diagnosis"
"s__Oscillospiraceae_bacterium_BX1|t__SGB53461"	NA	1	1	"diagnosis"
"s__Oscillospiraceae_bacterium_Marseille_Q3528|t__SGB4778"	-0.638362290422181	0.00175806544257668	0.0253643473933038	"diagnosis"
"s__Oscillospiraceae_bacterium_N12|t__SGB1802"	NA	1	1	"diagnosis"
"s__Oscillospiraceae_bacterium_NSJ_54|t__SGB79871"	NA	1	1	"diagnosis"
"s__Oscillospiraceae_bacterium_NSJ_64|t__SGB82503"	NA	1	1	"diagnosis"
"s__Oscillospiraceae_bacterium|t__SGB4184"	-2.00144567454273	0.0123495660125638	0.140722124818323	"diagnosis"
"s__Oscillospiraceae_bacterium|t__SGB4247"	NA	1	1	"diagnosis"
"s__Oscillospiraceae_unclassified_SGB15252|t__SGB15252"	NA	1	1	"diagnosis"
"s__Oscillospiraceae_unclassified_SGB15253|t__SGB15253"	NA	1	1	"diagnosis"
"s__Oscillospiraceae_unclassified_SGB15256|t__SGB15256"	NA	1	1	"diagnosis"
"s__Oscillospiraceae_unclassified_SGB4196|t__SGB4196"	NA	1	1	"diagnosis"
"s__Oscillospiraceae_unclassified_SGB4197|t__SGB4197"	NA	1	1	"diagnosis"
"s__Oscillospiraceae_unclassified_SGB48242|t__SGB48242"	NA	1	1	"diagnosis"
"s__Oxalobacter_formigenes|t__SGB9387"	NA	1	1	"diagnosis"
"s__Oxalobacter_formigenes|t__SGB9392"	NA	1	1	"diagnosis"
"s__Paenibacillus_azoreducens|t__SGB82466"	NA	1	1	"diagnosis"
"s__Paenibacillus_lutimineralis|t__SGB29232"	NA	1	1	"diagnosis"
"s__Paenibacillus_macerans|t__SGB7398"	NA	1	1	"diagnosis"
"s__Pantoea_agglomerans|t__SGB10187"	NA	1	1	"diagnosis"
"s__Parabacteroides_bouchesdurhonensis|t__SGB21587"	NA	1	1	"diagnosis"
"s__Parabacteroides_distasonis|t__SGB1934"	0.0770545722797886	0.81927732489688	1	"diagnosis"
"s__Parabacteroides_goldsteinii|t__SGB1937"	NA	1	1	"diagnosis"
"s__Parabacteroides_goldsteinii|t__SGB1941"	NA	1	1	"diagnosis"
"s__Parabacteroides_gordonii|t__SGB1942"	NA	1	1	"diagnosis"
"s__Parabacteroides_johnsonii|t__SGB1948"	-1.82458679246837	2.43554987444177e-06	0.000128145262415268	"diagnosis"
"s__Parabacteroides_massiliensis|t__SGB1945"	NA	1	1	"diagnosis"
"s__Parabacteroides_merdae|t__SGB1949"	-1.17090269162332	2.52988725263685e-06	0.000128145262415268	"diagnosis"
"s__Parabacteroides_sp_TM07_1AC|t__SGB1939"	NA	1	1	"diagnosis"
"s__Paracoccus_aeridis|t__SGB90459"	NA	1	1	"diagnosis"
"s__Paracoccus_marinus|t__SGB10727"	NA	1	1	"diagnosis"
"s__Paraprevotella_clara|t__SGB1798"	-1.36564679928969	3.75948796464967e-05	0.00115960758082039	"diagnosis"
"s__Paraprevotella_xylaniphila|t__SGB1797"	1.46856439991962	0.00031768200099167	0.00604609680610741	"diagnosis"
"s__Pararheinheimera_mesophila|t__SGB9774"	NA	1	1	"diagnosis"
"s__Parasutterella_excrementihominis|t__SGB9262"	1.29123509745327	0.00238767024334588	0.0333714223855138	"diagnosis"
"s__Parasutterella_SGB9260|t__SGB9260"	0.348060734645132	0.044366482419279	0.422189558766437	"diagnosis"
"s__Paratractidigestivibacter_faecalis|t__SGB14370"	NA	1	1	"diagnosis"
"s__Parolsenella_catena|t__SGB14379"	NA	1	1	"diagnosis"
"s__Parvimonas_micra|t__SGB6653"	NA	1	1	"diagnosis"
"s__Parvimonas_parva|t__SGB6648"	NA	1	1	"diagnosis"
"s__Parvimonas_sp_oral_taxon_110|t__SGB6654"	NA	1	1	"diagnosis"
"s__Paucilactobacillus_vaccinostercus|t__SGB7173"	NA	1	1	"diagnosis"
"s__Pediococcus_acidilactici|t__SGB7168"	NA	1	1	"diagnosis"
"s__Pediococcus_pentosaceus|t__SGB7169"	NA	1	1	"diagnosis"
"s__Peptococcus_niger|t__SGB4050"	NA	1	1	"diagnosis"
"s__Peptoniphilus_coxii|t__SGB6734"	NA	1	1	"diagnosis"
"s__Peptoniphilus_duerdenii|t__SGB6715"	NA	1	1	"diagnosis"
"s__Peptoniphilus_gorbachii|t__SGB6699"	NA	1	1	"diagnosis"
"s__Peptoniphilus_grossensis|t__SGB6701"	NA	1	1	"diagnosis"
"s__Peptoniphilus_harei|t__SGB6697"	NA	1	1	"diagnosis"
"s__Peptoniphilus_lacrimalis|t__SGB6705"	NA	1	1	"diagnosis"
"s__Peptoniphilus_pacaensis|t__SGB29484"	NA	1	1	"diagnosis"
"s__Peptoniphilus_senegalensis|t__SGB6698"	NA	1	1	"diagnosis"
"s__Peptoniphilus_sp_BV3C26|t__SGB6713"	NA	1	1	"diagnosis"
"s__Peptoniphilus_sp_Marseille_P3761|t__SGB29485"	NA	1	1	"diagnosis"
"s__Peptostreptococcus_anaerobius|t__SGB746"	NA	1	1	"diagnosis"
"s__Peptostreptococcus_SGB749|t__SGB749"	NA	1	1	"diagnosis"
"s__Peptostreptococcus_stomatis|t__SGB748"	NA	1	1	"diagnosis"
"s__Phascolarctobacterium_faecium|t__SGB5792"	-0.331708086270075	0.297989984931856	1	"diagnosis"
"s__Phascolarctobacterium_SGB4573|t__SGB4573"	NA	1	1	"diagnosis"
"s__Phascolarctobacterium_SGB5790|t__SGB5790"	NA	1	1	"diagnosis"
"s__Phascolarctobacterium_succinatutens|t__SGB5763_group"	NA	1	1	"diagnosis"
"s__Phocaeicola_abscessus|t__SGB2052"	NA	1	1	"diagnosis"
"s__Phocaeicola_barnesiae|t__SGB1897"	NA	1	1	"diagnosis"
"s__Phocaeicola_coprocola|t__SGB1891"	-0.571049140505194	0.0112177937795501	0.128645083792404	"diagnosis"
"s__Phocaeicola_dorei|t__SGB1815"	-0.17024588977482	0.766403539252476	1	"diagnosis"
"s__Phocaeicola_massiliensis|t__SGB1812"	-0.564593261582996	0.1475908789791	1	"diagnosis"
"s__Phocaeicola_plebeius|t__SGB1899"	-1.6654935896328	0.00331617318298812	0.0444036530857863	"diagnosis"
"s__Phocaeicola_plebeius|t__SGB1903"	NA	1	1	"diagnosis"
"s__Phocaeicola_sartorii|t__SGB1813"	0.0993059521733604	0.578248822447763	1	"diagnosis"
"s__Phocaeicola_SGB6473|t__SGB6473"	NA	1	1	"diagnosis"
"s__Phocaeicola_vulgatus|t__SGB1814"	0.385983652047047	0.498848389290158	1	"diagnosis"
"s__Phocea_massiliensis|t__SGB14837"	0.416630541712316	0.0281405506243127	0.281248296463103	"diagnosis"
"s__Phytobacter_diazotrophicus|t__SGB10057"	NA	1	1	"diagnosis"
"s__Phytobacter_massiliensis|t__SGB31141"	NA	1	1	"diagnosis"
"s__Piscinibacter_SGB44477|t__SGB44477"	NA	1	1	"diagnosis"
"s__Porphyromonadaceae_bacterium_FC4|t__SGB27850"	NA	1	1	"diagnosis"
"s__Porphyromonas_asaccharolytica|t__SGB1981"	NA	1	1	"diagnosis"
"s__Porphyromonas_bennonis|t__SGB1985"	NA	1	1	"diagnosis"
"s__Porphyromonas_endodontalis|t__SGB2016"	NA	1	1	"diagnosis"
"s__Porphyromonas_pasteri|t__SGB2043"	NA	1	1	"diagnosis"
"s__Porphyromonas_SGB1977|t__SGB1977"	NA	1	1	"diagnosis"
"s__Porphyromonas_SGB1979|t__SGB1979"	NA	1	1	"diagnosis"
"s__Porphyromonas_SGB1980|t__SGB1980"	NA	1	1	"diagnosis"
"s__Porphyromonas_SGB1982|t__SGB1982"	NA	1	1	"diagnosis"
"s__Porphyromonas_SGB1983|t__SGB1983"	NA	1	1	"diagnosis"
"s__Porphyromonas_SGB1984|t__SGB1984"	NA	1	1	"diagnosis"
"s__Porphyromonas_somerae|t__SGB1991"	NA	1	1	"diagnosis"
"s__Porphyromonas_sp_HMSC065F10|t__SGB1990_group"	NA	1	1	"diagnosis"
"s__Porphyromonas_uenonis|t__SGB1973"	NA	1	1	"diagnosis"
"s__Porphyromonas_uenonis|t__SGB1974"	NA	1	1	"diagnosis"
